Name,Synonym,Code,PubChem CID,CAS,SMILES
NN9161,NNC 0070-0002-0453,NN9161 / NNC 0070-0002-0453,70686774,1228015-10-8,CCCC[C@@H](C(=O)N[C@H]1CCC(=O)NCCCC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H]2C[C@H](CN2C1=O)O)CC3=CC=CC=C3)CCCNC(=N)N)CC4=CNC5=CC=CC=C54)C(=O)N)NC(=O)[C@H](CNC(=O)CN(CC(=O)O)CC(=O)O)NC(=O)[C@H](CC6=CN=CN6)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CO)NC(=O)CNC(=O)COCCOCCNC(=O)CCCCCCCCCCCCCCCC7=NN=NN7
