compound_id,receptor_id,seed,pose_rank,score_kcal_mol,centroid_x,centroid_y,centroid_z
GPR81_agonist_1,8Z8A,5,1,-7.693,102.615,134.083,131.84
GPR81_agonist_1,8Z8A,5,2,-7.507,104.141,132.505,131.259
GPR81_agonist_1,8Z8A,5,3,-7.306,102.526,133.798,132.923
GPR81_agonist_1,8Z8A,5,4,-7.154,103.606,132.96,130.881
GPR81_agonist_1,8Z8A,5,5,-6.065,103.864,134.73,132.961
GPR81_agonist_1,8Z8A,5,6,-5.597,103.081,133.416,132.515
GPR81_agonist_1,8Z8A,5,7,-5.576,105.716,132.824,130.737
GPR81_agonist_1,8Z8A,5,8,-5.19,105.466,133.029,130.459
GPR81_agonist_1,8Z8A,6,1,-7.7,102.634,134.1,131.831
GPR81_agonist_1,8Z8A,6,2,-7.518,104.102,132.545,131.297
GPR81_agonist_1,8Z8A,6,3,-7.373,103.424,133.015,130.948
GPR81_agonist_1,8Z8A,6,4,-7.294,102.448,133.907,132.929
GPR81_agonist_1,8Z8A,6,5,-6.63,104.644,133.026,130.337
GPR81_agonist_1,8Z8A,6,6,-5.441,103.661,133.112,130.64
GPR81_agonist_1,8Z8A,6,7,-5.43,105.121,132.842,130.638
GPR81_agonist_1,8Z8A,6,8,-4.907,105.337,132.708,130.586
GPR81_agonist_1,8Z8A,7,1,-7.654,102.662,134.053,131.788
GPR81_agonist_1,8Z8A,7,2,-7.46,104.098,132.545,131.243
GPR81_agonist_1,8Z8A,7,3,-7.427,103.501,132.963,130.819
GPR81_agonist_1,8Z8A,7,4,-7.375,102.468,134.441,132.323
GPR81_agonist_1,8Z8A,7,5,-7.279,102.483,133.95,132.887
GPR81_agonist_1,8Z8A,7,6,-6.965,102.1,133.445,132.844
GPR81_agonist_1,8Z8A,7,7,-6.785,103.883,133.948,132.605
GPR81_agonist_1,8Z8A,7,8,-6.292,102.869,134.552,132.656
